0.7 ,  -5.6 ,  -5.6 ,  -5.6 ,   0.78,  -6.24,  -6.24,   0.47,  -3.74,  -3.74,   0.38,  -3.03,  -3.03
0.7 ,  -5.6 ,  -5.6 ,  -5.6 ,   0.78,  -6.24,  -6.24,   0.47,  -3.74,  -3.74,   0.38,  -3.03,  -3.03
0.7 ,  -5.6 ,  -5.6 ,  -5.6 ,   0.78,  -6.24,  -6.24,   0.47,  -3.74,  -3.74,   0.38,  -3.03,  -3.03
0.7 ,  -5.6 ,  -5.6 ,  -5.6 ,   0.78,  -6.24,  -6.24,   0.47,  -3.74,  -3.74,   0.38,  -3.03,  -3.03
0.34,  -2.75,  -2.75,  -2.75,   0.95,  -7.6 ,  -7.6 ,   0.38,  -3.01,  -3.01,   0.38,  -3.03,  -3.03
0.34,  -2.75,  -2.75,  -2.75,   0.95,  -7.6 ,  -7.6 ,   0.38,  -3.01,  -3.01,   0.38,  -3.03,  -3.03
0.34,  -2.75,  -2.75,  -2.75,   0.95,  -7.6 ,  -7.6 ,   0.38,  -3.01,  -3.01,   0.38,  -3.03,  -3.03
0.7 ,  -5.6 ,  -5.6 ,  -5.6 ,   0.63,  -5.02,  -5.02,   0.68,  -5.41,  -5.41,   0.23,  -1.81,  -1.81
0.7 ,  -5.6 ,  -5.6 ,  -5.6 ,   0.63,  -5.02,  -5.02,   0.68,  -5.41,  -5.41,   0.23,  -1.81,  -1.81
0.7 ,  -5.6 ,  -5.6 ,  -5.6 ,   0.63,  -5.02,  -5.02,   0.68,  -5.41,  -5.41,   0.23,  -1.81,  -1.81
0.58,  -4.65,  -4.65,  -4.65,   2.27, -18.16, -18.16,   0.4 ,  -3.22,  -3.22,   0.53,  -4.24,  -4.24
0.58,  -4.65,  -4.65,  -4.65,   2.27, -18.16, -18.16,   0.4 ,  -3.22,  -3.22,   0.53,  -4.24,  -4.24
0.58,  -4.65,  -4.65,  -4.65,   2.27, -18.16, -18.16,   0.4 ,  -3.22,  -3.22,   0.53,  -4.24,  -4.24
