0.9 , 0.9 , 0.9 , 0.9 , 1.24, 1.24, 1.24, 0.76, 0.76, 0.76, 1.39, 1.39, 1.39
0.9 , 0.9 , 0.9 , 0.9 , 1.24, 1.24, 1.24, 0.76, 0.76, 0.76, 1.39, 1.39, 1.39
0.9 , 0.9 , 0.9 , 0.9 , 1.24, 1.24, 1.24, 0.76, 0.76, 0.76, 1.39, 1.39, 1.39
0.9 , 0.9 , 0.9 , 0.9 , 1.24, 1.24, 1.24, 0.76, 0.76, 0.76, 1.39, 1.39, 1.39
0.52, 0.52, 0.52, 0.52, 1.34, 1.34, 1.34, 0.96, 0.96, 0.96, 1.39, 1.39, 1.39
0.52, 0.52, 0.52, 0.52, 1.34, 1.34, 1.34, 0.96, 0.96, 0.96, 1.39, 1.39, 1.39
0.52, 0.52, 0.52, 0.52, 1.34, 1.34, 1.34, 0.96, 0.96, 0.96, 1.39, 1.39, 1.39
1.05, 1.05, 1.05, 1.05, 0.96, 0.96, 0.96, 1.24, 1.24, 1.24, 1.39, 1.39, 1.39
1.05, 1.05, 1.05, 1.05, 0.96, 0.96, 0.96, 1.24, 1.24, 1.24, 1.39, 1.39, 1.39
1.05, 1.05, 1.05, 1.05, 0.96, 0.96, 0.96, 1.24, 1.24, 1.24, 1.39, 1.39, 1.39
0.82, 0.82, 0.82, 0.82, 1.31, 1.31, 1.31, 0.87, 0.87, 0.87, 1.39, 1.39, 1.39
0.82, 0.82, 0.82, 0.82, 1.31, 1.31, 1.31, 0.87, 0.87, 0.87, 1.39, 1.39, 1.39
0.82, 0.82, 0.82, 0.82, 1.31, 1.31, 1.31, 0.87, 0.87, 0.87, 1.39, 1.39, 1.39
