0.1182 ,0.6300 ,0.6250 ,0.0517 ,0.1316 ,0.0000 ,0.0000 ,0.0264 ,0.0000 ,0.0000 ,0.00001 ,0.0000 ,0.0000 
0.5111 ,0.3864 ,0.1940 ,0.0667 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 
0.3051 ,0.3898 ,0.00001 ,0.3816 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 
0.1786 ,0.2500 ,0.5625 ,0.0759 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 
0.0159 ,0.0000 ,0.0000 ,0.0000 ,0.2428 ,0.6300 ,0.3469 ,0.0073 ,0.0000 ,0.0000 ,0.00001 ,0.0000 ,0.0000 
0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.5111 ,0.4800 ,0.5411 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 
0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.2128 ,0.6100 ,0.0385 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 
0.0947 ,0.0000 ,0.0000 ,0.0000 ,0.1044 ,0.0000 ,0.0000 ,0.1279 ,0.6300 ,0.4859 ,0.0115 ,0.0000 ,0.0000 
0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.5111 ,0.4332 ,0.3676 ,0.0000 ,0.0000 ,0.0000 
0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.2589 ,0.4999 ,0.0192 ,0.0000 ,0.0000 ,0.0000 
0.00001 ,0.0000 ,0.0000 ,0.0000 ,0.0323 ,0.0000 ,0.0000 ,0.0465 ,0.0000 ,0.0000 ,0.0282 ,0.6300 ,0.4859 
0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.5111 ,0.4332 ,0.3676 
0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.2589 ,0.4999 ,0.0192 
