0.1182,0.4300,0.6250,0.0517,0.1316,0.0192,0.0429,0.0264,0.0014,0.0141,0.0000,0.0000,0.0000
0.5111,0.3864,0.2007,0.0667,0.0042,0.0155,0.0298,0.0005,0.0013,0.0134,0.0001,0.0001,0.0054
0.3051,0.4305,0.0000,0.3774,0.0038,0.0111,0.0417,0.0004,0.0014,0.0199,0.0000,0.0000,0.0000
0.1786,0.2500,0.5625,0.0759,0.0024,0.0097,0.0162,0.0002,0.0009,0.0056,0.0000,0.0001,0.0050
0.0159,0.0333,0.0562,0.0663,0.2428,0.6300,0.3313,0.0073,0.0264,0.0491,0.0000,0.0021,0.0232
0.0378,0.0152,0.0216,0.0503,0.6300,0.5923,0.5033,0.0090,0.0262,0.0446,0.0013,0.0026,0.0175
0.0379,0.0172,0.0227,0.0458,0.2625,0.3883,0.0385,0.0100,0.0303,0.0441,0.0017,0.0021,0.0217
0.0947,0.0402,0.0900,0.0589,0.1044,0.0658,0.0714,0.1279,0.6700,0.3611,0.0115,0.0167,0.0477
0.0176,0.0045,0.0102,0.0186,0.0362,0.0288,0.0216,0.6700,0.7826,0.3467,0.0047,0.0122,0.0243
0.0164,0.0040,0.0098,0.0184,0.0394,0.0285,0.0240,0.3889,0.1579,0.0000,0.0061,0.0140,0.0299
0.0000,0.0018,0.0031,0.0075,0.0323,0.0145,0.0094,0.0465,0.0184,0.0157,0.0282,0.6700,0.3611
0.0028,0.0001,0.0002,0.0020,0.0052,0.0022,0.0005,0.0171,0.0000,0.0032,0.6700,0.7826,0.3467
0.0022,0.0000,0.0002,0.0011,0.0047,0.0019,0.0003,0.0161,0.0000,0.0021,0.3889,0.1579,0.0000
